"ID","ID_Pai","ID_Mae","Safra","Sexo","IECC","Selecionado"
"L806","665848","K256","2015","MACHO","16.91","0"
"L807","L20","K548","2015","MACHO","16.89","0"
"L808","665889","K516","2015","FEMEA","16.89","0"
"L809","665887","K361","2015","MACHO","16.83","0"
"L81","0","K289","2012","FEMEA","16.77","0"
"L810","665889","K512","2015","MACHO","16.74","0"
"L811","666195","K542","2015","MACHO","16.74","0"
"L812","735","K613","2015","MACHO","16.74","0"
"L813","666193","K382","2015","MACHO","16.72","0"
"L814","666193","K555","2015","FEMEA","16.71","0"
"L815","735","K418","2015","MACHO","16.71","0"
"L816","735","H777","2015","MACHO","16.7","0"
"L817","665887","K606","2015","FEMEA","16.7","0"
"L818","0","K436","2015","FEMEA","16.7","0"
"L819","665887","K385","2015","MACHO","16.7","0"
"L82","45600","J572","2012","MACHO","16.68","0"
"L820","L20","K331","2015","FEMEA","16.68","0"
"L821","L20","H731","2015","MACHO","16.68","0"
"L822","665887","K451","2015","FEMEA","16.68","0"
"L823","665887","K395","2015","FEMEA","16.65","0"
"L824","665889","K546","2015","MACHO","16.64","0"
"L825","666193","K484","2015","FEMEA","16.63","0"
"L826","665887","K314","2015","FEMEA","16.63","0"
"L827","665887","K549","2015","FEMEA","16.59","0"
"L828","665887","K557","2015","FEMEA","16.58","0"
"L829","L65","L242","2015","FEMEA","16.58","0"
"L830","L20","K489","2015","FEMEA","16.56","0"
"L831","L87","J349","2015","MACHO","16.47","0"
"L832","L20","K422","2015","FEMEA","16.47","0"
"L833","665889","K369","2015","FEMEA","16.45","0"
"L834","665887","K533","2015","MACHO","16.45","0"
"L835","L20","K401","2015","FEMEA","16.44","0"
"L836","665889","I252","2015","MACHO","16.41","0"
"L837","735","K609","2015","FEMEA","16.37","0"
"L838","665889","K398","2015","MACHO","16.37","0"
"L839","0","K524","2015","FEMEA","16.37","0"
"L840","L65","L235","2015","MACHO","16.34","0"
"L841","665848","J323","2015","MACHO","16.33","0"
"L842","666195","K452","2016","MACHO","16.33","0"
"L843","L444","K521","2016","FEMEA","16.33","0"
"L844","L447","K514","2016","FEMEA","16.31","0"
"L845","L65","K615","2016","FEMEA","16.3","0"
"L846","L20","J300","2016","FEMEA","16.3","0"
"L847","L20","J300","2016","FEMEA","16.3","0"
"L848","L20","K428","2016","FEMEA","16.28","0"
"L849","665889","K604","2016","MACHO","16.28","0"
"L85","45600","K322","2012","FEMEA","16.28","0"
"L850","L369","K638","2016","FEMEA","16.26","0"
"L851","665889","K727","2016","MACHO","16.26","0"
"L852","L65","K426","2016","FEMEA","16.26","0"
"L853","L359","L438","2016","FEMEA","16.26","0"
"L854","L462","K592","2016","FEMEA","16.26","0"
"L855","L256","K524","2016","MACHO","16.22","0"
"L856","L65","K377","2016","FEMEA","16.17","0"
"L857","0","K536","2016","FEMEA","16.17","0"
"L858","L20","K497","2016","FEMEA","16.17","0"
"L859","L65","J610","2016","MACHO","16.16","0"
"L860","L65","K131","2016","MACHO","16.16","0"
"L861","L65","K568","2016","MACHO","16.13","0"
"L862","L256","K430","2016","FEMEA","16.13","0"
"L863","L256","K534","2016","FEMEA","16.13","0"
"L864","0","K509","2016","MACHO","16.11","0"
"L865","0","I221","2016","MACHO","16.1","0"
"L866","L65","J572","2016","MACHO","16.1","0"
"L867","L389","L81","2016","FEMEA","16.09","0"
"L868","0","I104","2016","MACHO","16.08","0"
"L869","L65","K538","2016","MACHO","16.07","0"
"L87","45600","I230","2012","MACHO","16.06","0"
"L870","L65","K356","2016","MACHO","16.06","0"
"L871","L444","K455","2016","FEMEA","16.05","0"
"L872","0","K327","2016","FEMEA","15.99","0"
"L873","L444","K362","2016","MACHO","15.98","0"
"L874","0","K493","2016","MACHO","15.98","0"
"L875","L447","K464","2016","FEMEA","15.97","0"
"L876","L447","K447","2016","MACHO","15.97","0"
"L877","L444","K506","2016","MACHO","15.94","0"
"L878","L65","K326","2016","MACHO","15.93","0"
"L879","L87","0","2016","FEMEA","15.89","0"
"L880","L87","K423","2016","MACHO","15.89","0"
"L881","L462","K586","2016","FEMEA","15.88","0"
"L882","0","K351","2016","MACHO","15.85","0"
"L883","L256","K371","2016","MACHO","15.85","0"
"L884","L65","K600","2016","MACHO","15.84","0"
"L885","L353","I222","2016","MACHO","15.83","0"
"L886","L462","J316","2016","FEMEA","15.83","0"
"L887","0","K551","2016","FEMEA","15.82","0"
"L888","L447","K425","2016","MACHO","15.81","0"
"L889","0","K409","2016","MACHO","15.79","0"
"L890","L462","K569","2016","MACHO","15.77","0"
"L891","L353","K482","2016","FEMEA","15.75","0"
"L892","L353","K617","2016","MACHO","15.73","0"
"L893","L389","K431","2016","FEMEA","15.72","0"
"L894","L389","K562","2016","FEMEA","15.7","0"
"L895","L389","L37","2016","FEMEA","15.7","0"
"L896","L353","K621","2016","FEMEA","15.7","0"
"L897","0","J22","2016","MACHO","15.7","0"
"L898","L353","K375","2016","FEMEA","15.69","0"
"L899","L65","K535","2016","MACHO","15.68","0"
"L90","45600","K58","2012","MACHO","15.66","0"
"L900","L447","L3","2016","FEMEA","15.65","0"
"L901","L462","J308","2016","FEMEA","15.65","0"
"L902","L462","K469","2016","FEMEA","15.65","0"
"L903","L444","K457","2016","FEMEA","15.64","0"
"L904","L447","K337","2016","MACHO","15.63","0"
"L905","L87","K487","2016","MACHO","15.63","0"
"L906","L389","K548","2016","FEMEA","15.62","0"
"L907","L389","K627","2016","FEMEA","15.59","0"
"L908","L65","K352","2016","MACHO","15.59","0"
"L909","57676","L372","2016","FEMEA","15.57","0"
"L910","L389","K564","2016","FEMEA","15.55","0"
"L911","L462","I248","2016","FEMEA","15.53","0"
"L912","L462","L114","2016","FEMEA","15.52","0"
"L913","L444","L229","2016","FEMEA","15.51","0"
"L914","L65","K486","2016","FEMEA","15.51","0"
"L915","L389","K395","2016","FEMEA","15.51","0"
"L916","L256","L144","2016","MACHO","15.5","0"
"L917","0","L224","2016","FEMEA","15.5","0"
"L918","L87","L248","2016","FEMEA","15.49","0"
"L919","0","L274","2016","MACHO","15.48","0"
"L920","L389","K942","2016","MACHO","15.46","0"
"L921","6297","L416","2016","FEMEA","15.46","0"
"L922","L447","K378","2016","FEMEA","15.46","0"
"L923","L87","K510","2016","MACHO","15.45","0"
"L924","6297","L377","2016","FEMEA","15.42","0"
"L925","L65","K286","2016","FEMEA","15.38","0"
"L926","L353","K508","2016","MACHO","15.36","0"
"L927","6297","L406","2016","MACHO","15.36","0"
"L928","6297","L423","2016","FEMEA","15.35","0"
"L929","L378","I87","2016","FEMEA","15.35","0"
"L930","L462","J444","2016","MACHO","15.34","0"
"L931","L65","K343","2016","FEMEA","15.33","0"
"L932","6297","L375","2016","FEMEA","15.32","0"
"L933","L447","L263","2016","MACHO","15.32","0"
"L934","6297","L354","2016","FEMEA","15.31","0"
"L935","L87","K005","2016","MACHO","15.29","0"
"L936","L353","K522","2016","MACHO","15.28","0"
"L937","L389","K576","2016","MACHO","15.27","0"
"L938","L87","K418","2016","MACHO","15.26","0"
"L939","L389","H777","2016","FEMEA","15.26","0"
"L940","L256","K593","2016","FEMEA","15.25","0"
"L941","L256","K498","2016","MACHO","15.25","0"
"L942","L65","K609","2016","FEMEA","15.25","0"
"L943","L65","I240","2016","FEMEA","15.24","0"
"L944","0","L360","2016","MACHO","15.24","0"
"L945","6297","L410","2016","MACHO","15.24","0"
"L946","L65","K435","2016","MACHO","15.22","0"
"L947","6297","L344","2016","FEMEA","15.21","0"
"L948","L353","K502","2016","MACHO","15.2","0"
"L949","L353","K309","2016","MACHO","15.18","0"
"L95","665848","K86","2012","MACHO","15.15","0"
"L950","L87","K361","2016","FEMEA","15.13","0"
"L951","121936","L486","2016","FEMEA","15.13","0"
"L952","L353","K570","2016","MACHO","15.12","0"
"L953","L87","K419","2016","MACHO","15.12","0"
"L954","L353","K520","2016","FEMEA","15.11","0"
"L955","L389","K606","2016","FEMEA","15.11","0"
"L956","45600","L347","2016","MACHO","15.1","0"
"L957","L65","K466","2016","MACHO","15.09","0"
"L958","6297","L409","2016","FEMEA","15.06","0"
"L959","L256","K529","2016","FEMEA","15.04","0"
"L96","665848","J349","2012","MACHO","15.04","0"
"L960","L359","L382","2016","FEMEA","15.02","0"
"L961","L65","K449","2016","FEMEA","15.01","0"
"L962","L65","K563","2016","MACHO","15","0"
"L963","L87","K533","2016","MACHO","15","0"
"L964","0","K235","2016","MACHO","14.99","0"
"L965","L87","K549","2016","FEMEA","14.99","0"
"L966","L389","K437","2016","FEMEA","14.96","0"
"L967","L87","K451","2016","MACHO","14.96","0"
"L968","L359","L434","2016","MACHO","14.94","0"
"L969","L359","L393","2016","MACHO","14.92","0"
"L97","665887","K390","2012","MACHO","14.91","0"
"L970","L444","K537","2016","MACHO","14.9","0"
"L971","L447","K504","2016","MACHO","14.89","0"
"L972","L378","K413","2016","FEMEA","14.88","0"
"L973","L65","K594","2016","FEMEA","14.88","0"
"L974","L359","L356","2016","FEMEA","14.87","0"
"L975","L65","L496","2016","FEMEA","14.85","0"
"L976","L359","L514","2016","MACHO","14.83","0"
"L977","L359","L449","2016","FEMEA","14.82","0"
"L978","L359","L355","2016","MACHO","14.82","0"
"L979","L359","L427","2016","FEMEA","14.81","0"
"L980","L359","L371","2016","FEMEA","14.81","0"
"L981","L256","L485","2016","MACHO","14.79","0"
"L982","L359","L349","2016","MACHO","14.79","0"
"L983","L87","K613","2016","MACHO","14.78","0"
"L984","L20","K412","2016","MACHO","14.78","0"
"L985","L256","K581","2016","MACHO","14.76","0"
"L986","L65","K460","2016","MACHO","14.76","0"
"L987","0","K503","2017","FEMEA","14.74","0"
"L988","L444","L370","2017","MACHO","14.72","0"
"L989","L462","K358","2017","FEMEA","14.71","0"
"L990","57676","L649","2017","MACHO","14.7","0"
"L991","57676","L616","2017","FEMEA","14.68","0"
"L992","57676","L556","2017","FEMEA","14.66","0"
"L993","L359","K573","2017","MACHO","14.65","0"
"L994","L359","K371","2017","MACHO","14.63","0"
"L995","57676","L650","2017","MACHO","14.63","0"
"L996","L359","I254","2017","FEMEA","14.62","0"
"L997","L359","K295","2017","FEMEA","14.62","0"
"L998","L579","K351","2017","MACHO","14.61","0"
"L999","L359","L363","2017","MACHO","14.6","0"
"59734","StaCruz3","OLHOS6779","2009","MACHO","14.59","0"
"Lx1","0","K431","2014","X","14.59","0"
"LX1","0","K431","2014","X","14.59","0"
"Lx2","0","K238","2014","X","14.56","0"
"LX2","0","K238","2014","X","14.55","0"
"Lx3","0","K489","2014","X","14.54","0"
"LX3","0","K489","2014","X","14.53","0"
"Lx4","0","K369","2014","X","14.53","0"
"LX4","0","K369","2014","X","14.51","0"
"M1","L359","K409","2017","FEMEA","14.49","0"
"M10","L389","K422","2017","FEMEA","14.48","0"
"M100","L444","K523","2017","MACHO","14.47","0"
"M101","L378","K586","2017","FEMEA","14.45","0"
"M102","L65","L597","2017","FEMEA","14.43","0"
"M103","L65","L589","2017","FEMEA","14.42","0"
"M104","L389","L54","2017","MACHO","14.39","0"
"M105","L65","L586","2017","MACHO","14.37","0"
"M106","L378","L125","2017","MACHO","14.36","0"
"M107","L87","K557","2017","MACHO","14.36","0"
"M108","L359","K364","2017","MACHO","14.35","0"
"M109","L65","L596","2017","MACHO","14.34","0"
"M11","L353","K442","2017","MACHO","14.33","0"
"M110","L378","K356","2017","FEMEA","14.33","0"
"M111","L353","K401","2017","MACHO","14.33","0"
"M112","0","K491","2017","FEMEA","14.32","0"
"M113","L65","L566","2017","FEMEA","14.27","0"
"M114","L579","L360","2017","MACHO","14.26","0"
"M115","L531","L186","2017","MACHO","14.25","0"
"M116","L378","K600","2017","FEMEA","14.24","0"
"M117","L378","K377","2017","FEMEA","14.24","0"
"M118","L531","K469","2017","MACHO","14.23","0"
"M119","L579","L259","2017","FEMEA","14.23","0"
"M12","45600","L523","2017","FEMEA","14.22","0"
"M120","L579","K565","2017","MACHO","14.22","0"
"M121","L87","0","2017","FEMEA","14.21","0"
"M121E","0","0","2017","X","14.21","0"
"M122","L353","K542","2017","MACHO","14.21","0"
"M123","L87","L514","2017","FEMEA","14.19","0"
"M124","L353","K385","2017","MACHO","14.18","0"
"M125","L87","I222","2017","MACHO","14.17","0"
"M126","L579","K521","2017","MACHO","14.16","0"
"M127","L531","K438","2017","MACHO","14.13","0"
"M128","L87","K482","2017","MACHO","14.12","0"
"M129","L531","J610","2017","MACHO","14.11","0"
"M13","45600","L606","2017","MACHO","14.09","0"
"M130","L87","K423","2017","MACHO","14.06","0"
"M131","L389","L427","2017","MACHO","14.06","0"
"M132","0","K375","2017","MACHO","14.06","0"
"M133","L389","K627","2017","MACHO","14.05","0"
"M134","L87","K502","2017","FEMEA","14.05","0"
"M135","0","L552","2017","FEMEA","14.03","0"
"M136","L87","K508","2017","FEMEA","14.02","0"
"M137","0","K606","2017","MACHO","14.02","0"
"M138","L290","J444","2017","FEMEA","14.02","0"
"M139","L378","K326","2017","MACHO","14.01","0"
"M14","L579","K514","2017","MACHO","14.01","0"
"M140","L65","L527","2017","FEMEA","13.98","0"
"M141","L378","K609","2017","MACHO","13.98","0"
"M142","L444","L139","2017","MACHO","13.98","0"
"M143","L444","K317","2017","FEMEA","13.97","0"
"M144","L353","K398","2017","MACHO","13.94","0"
"M145","L353","L34","2017","FEMEA","13.94","0"
"M146","L389","I104","2017","FEMEA","13.94","0"
"M147","L579","K430","2017","FEMEA","13.93","0"
"M148","L378","K428","2017","FEMEA","13.93","0"
"M149","L378","L434","2017","FEMEA","13.9","0"
"M15","L378","K370","2017","FEMEA","13.88","0"
"M150","L359","L263","2017","FEMEA","13.84","0"
"M151","0","K352","2017","MACHO","13.84","0"
"M152","L378","K413","2017","FEMEA","13.82","0"
"M153","L290","K460","2017","FEMEA","13.82","0"
"M154","L87","L416","2017","MACHO","13.81","0"
"M155","L579","K464","2017","FEMEA","13.81","0"
"M156","L378","K486","2017","FEMEA","13.81","0"
"M157","L378","J316","2017","MACHO","13.79","0"
"M158","L389","K551","2017","MACHO","13.79","0"
"M159","0","K361","2017","MACHO","13.78","0"
"M16","L389","K546","2017","FEMEA","13.78","0"
"M160","0","K455","2017","MACHO","13.76","0"
"M161","0","K581","2017","FEMEA","13.76","0"
"M162","0","K593","2017","MACHO","13.76","0"
"M163","L87","K412","2017","MACHO","13.76","0"
"M164","L579","K457","2017","FEMEA","13.75","0"
"M165","L531","K553","2017","FEMEA","13.75","0"
"M166","L290","L52","2017","MACHO","13.74","0"
"M167","L444","K505","2017","MACHO","13.74","0"
"M168","L359","K368","2017","MACHO","13.74","0"
"M169","L359","K362","2017","MACHO","13.73","0"
"M17","57676","L640","2017","FEMEA","13.72","0"
"M170","L87","K942","2017","FEMEA","13.71","0"
"M170A","0","L131","2017","X","13.69","0"
"M170B","0","K321","2017","X","13.69","0"
"M171","59734","L817","2018","MACHO","13.66","0"
"M172","59734","L736","2018","FEMEA","13.65","0"
"M173","59734","L823","2018","MACHO","13.65","1"
"M174","59734","L764","2018","FEMEA","13.61","1"
"M175","59734","L719","2018","MACHO","13.59","0"
"M176","59734","L704","2018","MACHO","13.57","0"
"M177","59734","L678","2018","FEMEA","13.56","0"
"M178","59734","L674","2018","FEMEA","13.54","0"
"M179","59734","L822","2018","FEMEA","13.52","0"
"M18","L462","K495","2017","FEMEA","13.52","0"
"M180","59734","L754","2018","FEMEA","13.5","0"
"M181","59734","L703","2018","MACHO","13.5","0"
"M182","59734","L804","2018","FEMEA","13.49","0"
"M183","59734","L741","2018","MACHO","13.49","0"
"M184","59734","L805","2018","MACHO","13.48","0"
"M185","59734","L791","2018","FEMEA","13.46","0"
"M186","59734","L729","2018","FEMEA","13.43","0"
"M187","94530","L114","2018","MACHO","13.43","0"
"M188","94530","K562","2018","FEMEA","13.41","0"
"M189","94530","L343","2018","FEMEA","13.41","0"
"M19","L290","K302","2017","MACHO","13.4","0"
"M190","59734","L349","2018","MACHO","13.39","0"
"M191","L574","L763","2018","FEMEA","13.39","0"
"M192","94530","K549","2018","MACHO","13.37","0"
"M193","L574","L832","2018","FEMEA","13.37","0"
"M194","0","L81","2018","FEMEA","13.36","0"
"M195","94530","L486","2018","MACHO","13.34","0"
"M196","94530","L409","2018","MACHO","13.33","0"
"M197","59734","K355","2018","MACHO","13.32","0"
"M198","94530","L144","2018","FEMEA","13.32","0"
"M199","94530","L393","2018","MACHO","13.32","0"
"M2","45600","L555","2017","MACHO","13.31","0"
"M20","45600","L595","2017","FEMEA","13.31","0"
"M200","59734","K449","2018","FEMEA","13.3","0"
"M201","0","L347","2018","FEMEA","13.29","0"
"M202","59734","K522","2018","FEMEA","13.29","0"
"M203","59734","K437","2018","MACHO","13.27","0"
"M204","59734","K570","2018","FEMEA","13.27","0"
"M205","L531","L375","2018","FEMEA","13.26","0"
"M206","0","L568","2018","FEMEA","13.25","0"
"M207","94530","L410","2018","FEMEA","13.25","0"
"M208","94530","L131","2018","FEMEA","13.24","0"
"M209","94530","K504","2018","FEMEA","13.23","0"
"M21","L359","K427","2017","MACHO","13.21","0"
"M210","L353","L616","2018","MACHO","13.21","0"
"M211","94530","K477","2018","MACHO","13.2","0"
"M212","L574","L786","2018","FEMEA","13.2","0"
"M213","L531","L575","2018","MACHO","13.2","0"
"M214","L531","L629","2018","MACHO","13.2","0"
"M215","0","K604","2018","FEMEA","13.2","0"
"M216","L531","K535","2018","FEMEA","13.16","0"
"M217","L531","L449","2018","FEMEA","13.15","0"
"M218","L359","K364","2018","FEMEA","13.11","0"
"M219","L531","K419","2018","FEMEA","13.1","0"
"M22","0","L224","2017","FEMEA","13.1","0"
"M220","L531","K425","2018","FEMEA","13.08","0"
"M221","L444","K534","2018","FEMEA","13.07","0"
"M222","L531","K395","2018","FEMEA","13.07","0"
"M223","L594","L605","2018","FEMEA","13.07","0"
"M224","L353","K496","2018","MACHO","13.05","0"
"M225","L531","L37","2018","MACHO","13.04","0"
"M226","L531","K466","2018","MACHO","13.03","0"
"M227","0","K506","2018","FEMEA","13.03","0"
"M228","L444","K524","2018","FEMEA","13.02","0"
"M229","L359","K351","2018","FEMEA","12.98","0"
"M23","L444","J22","2017","MACHO","12.97","0"
"M230","L359","K593","2018","FEMEA","12.95","0"
"M231","L594","L138","2018","MACHO","12.93","0"
"M232","L444","L599","2018","FEMEA","12.93","0"
"M233","L574","L745","2018","MACHO","12.9","0"
"M234","L353","K375","2018","MACHO","12.9","0"
"M235","L531","K435","2018","FEMEA","12.9","0"
"M236","L594","L56","2018","MACHO","12.9","0"
"M237","L353","L73","2018","MACHO","12.9","0"
"M238","L444","K556","2018","FEMEA","12.89","0"
"M239","L531","L377","2018","FEMEA","12.85","0"
"M24","L353","K512","2017","FEMEA","12.85","0"
"M240","L444","K514","2018","MACHO","12.82","0"
"M241","L353","L552","2018","FEMEA","12.82","0"
"M242","L594","L595","2018","FEMEA","12.81","0"
"M243","L531","K621","2018","MACHO","12.8","0"
"M244","L594","K352","2018","MACHO","12.79","0"
"M245","L359","K409","2018","FEMEA","12.79","0"
"M246","L531","L406","2018","FEMEA","12.78","0"
"M247","L353","K385","2018","MACHO","12.78","0"
"M248","0","K418","2018","FEMEA","12.76","0"
"M249","L353","K518","2018","MACHO","12.73","0"
"M25","45600","L557","2017","MACHO","12.73","0"
"M250","0","I222","2018","FEMEA","12.72","0"
"M251","L574","L683","2018","FEMEA","12.7","0"
"M252","L531","I80","2018","MACHO","12.69","0"
"M253","L353","K523","2018","MACHO","12.68","0"
"M254","L594","K460","2018","MACHO","12.68","0"
"M255","L444","L3","2018","FEMEA","12.67","0"
"M256","L444","K581","2018","MACHO","12.66","0"
"M257","L444","K450","2018","FEMEA","12.66","0"
"M258","L359","K427","2018","MACHO","12.66","0"
"M259","L359","K295","2018","FEMEA","12.66","0"
"M26","45600","L553","2017","MACHO","12.63","0"
"M260","L594","L649","2018","FEMEA","12.62","0"
"M261","L359","K378","2018","FEMEA","12.61","0"
"M262","L531","K613","2018","MACHO","12.61","0"
"M263","L389","J4","2018","MACHO","12.59","0"
"M264","L389","K390","2018","MACHO","12.59","0"
"M265","L531","L355","2018","FEMEA","12.59","0"
"M266","L359","L590","2018","FEMEA","12.57","0"
"M267","L594","K615","2018","MACHO","12.56","0"
"M268","L444","L259","2018","MACHO","12.55","0"
"M269","L359","K573","2018","MACHO","12.53","0"
"M27","L389","K461","2017","MACHO","12.53","0"
"M270","L389","L173","2018","FEMEA","12.52","0"
"M271","L353","K442","2018","MACHO","12.52","0"
"M272","L353","K301","2018","FEMEA","12.51","0"
"M273","L531","K592","2018","MACHO","12.5","0"
"M274","L444","K457","2018","FEMEA","12.48","0"
"M275","L353","L242","2018","FEMEA","12.46","0"
"M276","L353","L589","2018","FEMEA","12.46","0"
"M277","L594","L606","2018","FEMEA","12.45","0"
"M278","L353","K516","2018","FEMEA","12.42","0"
"M279","L389","K512","2018","FEMEA","12.4","0"
"M28","L290","L1","2017","FEMEA","12.39","0"
"M280","L353","K502","2018","MACHO","12.38","0"
"M281","L389","K606","2018","MACHO","12.36","0"
"M282","0","L485","2018","MACHO","12.35","0"
"M283","L594","L25","2018","MACHO","12.35","0"
"M284","L353","L514","2018","FEMEA","12.34","0"
"M285","L444","L481","2018","FEMEA","12.34","0"
"M286","L359","J22","2018","FEMEA","12.33","0"
"M287","L359","L224","2018","FEMEA","12.33","0"
"M288","L353","L365","2018","MACHO","12.33","0"
"M289","L353","K493","2018","MACHO","12.32","0"
"M29","L531","K509","2017","FEMEA","12.31","0"
"M290","L389","L534","2018","MACHO","12.31","0"
"M291","L389","K627","2018","MACHO","12.31","0"
"M292","L531","K343","2018","MACHO","12.31","0"
"M293","L574","L788","2018","FEMEA","12.3","0"
"M294","L594","L186","2018","MACHO","12.29","0"
"M295","L359","L370","2018","FEMEA","12.29","0"
"M296","L444","K468","2018","MACHO","12.28","0"
"M297","L359","K545","2018","MACHO","12.27","0"
"M298","L353","K508","2018","FEMEA","12.26","0"
"M299","L353","K482","2018","FEMEA","12.26","0"
"M3","L290","K567","2017","FEMEA","12.24","0"
"M30","45600","L599","2017","FEMEA","12.23","0"
"M300","L389","L54","2018","FEMEA","12.22","0"
"M301","L389","L556","2018","FEMEA","12.22","0"
"M302","L574","L785","2018","FEMEA","12.22","0"
"M303","L353","K369","2018","MACHO","12.16","0"
"M304","0","K505","2018","FEMEA","12.15","0"
"M305","L444","K491","2018","FEMEA","12.14","0"
"M306","L353","K401","2018","FEMEA","12.14","0"
"M307","L594","L523","2018","MACHO","12.14","0"
"M308","L594","K609","2018","MACHO","12.1","0"
"M309","L531","L354","2018","MACHO","12.08","0"
"M31","L444","K296","2017","MACHO","12.05","0"
"M310","L574","L680","2018","MACHO","12.05","0"
"M311","L389","K314","2018","FEMEA","12.05","0"
"M312","L353","L416","2018","MACHO","12.03","0"
"M313","L574","L814","2018","FEMEA","12.01","0"
"M314","L359","K391","2018","MACHO","11.99","0"
"M315","L359","L363","2018","FEMEA","11.98","0"
"M316","L594","K600","2018","MACHO","11.97","0"
"M317","L594","K370","2018","FEMEA","11.97","0"
"M318","L594","L434","2018","MACHO","11.97","0"
"M319","L389","L34","2018","FEMEA","11.97","0"
"M32","L389","L246","2017","FEMEA","11.96","0"
"M320","L389","K461","2018","MACHO","11.96","0"
"M321","0","K431","2018","MACHO","11.95","0"
"M322","L594","K497","2018","MACHO","11.95","0"
"M323","L574","L748","2018","FEMEA","11.93","0"
"M324","0","L666","2018","MACHO","11.93","0"
"M33","L87","K518","2017","FEMEA","11.9","0"
"M34","L87","K493","2017","FEMEA","11.89","0"
"M35","L359","K289","2017","FEMEA","11.85","0"
"M36","L444","K545","2017","MACHO","11.85","0"
"M37","L531","L138","2017","FEMEA","11.84","0"
"M38","L444","J323","2017","FEMEA","11.84","0"
"M39","L579","K447","2017","MACHO","11.84","0"
"M4","L531","L73","2017","FEMEA","11.82","0"
"M40","L353","K496","2017","FEMEA","11.82","0"
"M41","L353","L242","2017","MACHO","11.81","0"
"M42","L353","L235","2017","MACHO","11.78","0"
"M43","121936","L590","2017","FEMEA","11.78","0"
"M44","L378","L234","2017","MACHO","11.75","0"
"M45","L353","K301","2017","MACHO","11.74","0"
"M46","L290","L25","2017","MACHO","11.74","0"
"M47","L378","L56","2017","MACHO","11.74","0"
"M48","L378","K497","2017","MACHO","11.73","0"
"M49","L378","K596","2017","FEMEA","11.73","0"
"M5","57676","L605","2017","FEMEA","11.73","0"
"M50","L359","K58","2017","MACHO","11.72","0"
"M51","L444","K462","2017","MACHO","11.71","0"
"M52","L444","K450","2017","FEMEA","11.71","0"
"M53","L444","K577","2017","FEMEA","11.67","0"
"M54","L389","J4","2017","FEMEA","11.66","0"
"M55","L353","K516","2017","FEMEA","11.65","0"
"M56","L389","L173","2017","MACHO","11.64","0"
"M57","L389","K530","2017","FEMEA","11.64","0"
"M58","L290","K615","2017","MACHO","11.63","0"
"M59","L444","K53","2017","FEMEA","11.62","0"
"M6","L290","K426","2017","MACHO","11.62","0"
"M60","L359","K579","2017","FEMEA","11.62","0"
"M61","L65","L522","2017","FEMEA","11.59","0"
"M62","L389","K390","2017","MACHO","11.58","0"
"M63","L531","K305","2017","MACHO","11.58","0"
"M64","L378","K286","2017","FEMEA","11.58","0"
"M65","0","K553","2017","MACHO","11.56","0"
"M66","L359","K459","2017","FEMEA","11.56","0"
"M67","L579","L3","2017","MACHO","11.56","0"
"M68","L444","L481","2017","MACHO","11.53","0"
"M69","L359","K391","2017","MACHO","11.52","0"
"M7","121936","L570","2017","FEMEA","11.51","0"
"M70","L359","K378","2017","FEMEA","11.51","0"
"M71","L444","K468","2017","FEMEA","11.51","0"
"M72","L444","K133","2017","FEMEA","11.5","0"
"M73","L290","L398","2017","MACHO","11.48","0"
"M74","L378","K507","2017","FEMEA","11.48","0"
"M75","L531","K571","2017","FEMEA","11.45","0"
"M76","L444","K446","2017","FEMEA","11.44","0"
"M77","L389","K555","2017","FEMEA","11.44","0"
"M78","L353","K314","2017","FEMEA","11.43","0"
"M79","L444","K479","2017","FEMEA","11.43","0"
"M8","57676","0","2017","FEMEA","11.42","0"
"M80","L378","K626","2017","FEMEA","11.41","0"
"M81","L378","J613","2017","FEMEA","11.39","0"
"M82","L531","L274","2017","MACHO","11.39","0"
"M83","L353","K369","2017","MACHO","11.37","0"
"M84","L444","L200","2017","MACHO","11.37","0"
"M85","L444","K541","2017","FEMEA","11.36","0"
"M86","L444","L367","2017","MACHO","11.36","0"
"M87","L444","K365","2017","FEMEA","11.35","0"
"M88","L378","L423","2017","MACHO","11.33","0"
"M89","L353","L365","2017","MACHO","11.33","0"
"M9","L353","K382","2017","FEMEA","11.31","0"
"M90","L353","K484","2017","MACHO","11.31","0"
"M91","L389","I252","2017","FEMEA","11.31","0"
"M92","L378","K452","2017","FEMEA","11.29","0"
"M93","L444","K403","2017","MACHO","11.29","0"
"M94","L579","K327","2017","MACHO","11.25","0"
"M95","L65","L631","2017","FEMEA","11.25","0"
"M96","L444","L251","2017","MACHO","11.24","0"
"M97","L359","J341","2017","MACHO","11.24","0"
"M98","L579","L496","2017","FEMEA","11.24","0"
"M99","L353","L303","2017","MACHO","11.21","0"
"MissThun","0","0","1992","FEMEA","11.19","0"
"Mx","0","K556","2017","X","11.18","0"
"Natimorto181","0","L370","2018","X","11.17","0"
"Natimorto182","0","L557","2018","X","11.17","0"
"Natimorto183","0","L856","2018","X","11.16","0"
"Natimorto184","0","L229","2018","X","11.16","0"
"OLHOS1222","0","0","1992","FEMEA","11.16","0"
"OLHOS1675","0","0","1992","MACHO","11.14","0"
"P74","0","0","2004","FEMEA","11.14","0"
"PA422","0","0","2002","FEMEA","11.13","0"
"PA588","0","0","2005","MACHO","11.12","0"
"PA840","0","0","2004","FEMEA","11.09","0"
